ID;sex;birthRegion;resRegion;eduRegion;eduSize
N08122;sex1;regN4b;regN4b;regN4b;size3
N08123;sex1;regN2d;regN1b;regN1b;size1
N08124;sex2;regN3d;regN3d;regN3d;size6
N08125;sex2;regN3b;regN3a;regN3b;size2
N08126;sex2;regN3b;regN2c;regN3b;size2
N08127;sex2;regN3b;regN3b;regN3b;size2
N08128;sex1;regN4a;regN1b;regN4a;size1
N08129;sex2;regN4a;regN1b;regN4a;size5
N08130;sex1;regN4a;regN4a;regN4a;size1
N08131;sex2;regN2d;regN2c;regN2d;size4
N08132;sex2;regN2d;regN2c;regN2d;size4
N08133;sex1;regN2d;regN2c;regN2d;size5
N08134;sex2;regN4a;regN4a;regN4a;size4
N08135;sex1;regN1b;regN4a;regN2d;size1
N08136;sex2;regN2e;regN2c;regN2e;size4
N08137;sex2;regN1b;regN1a;regN1b;size5
N08138;sex2;regN1b;regN1b;regN1b;size3
N08139;sex1;regN1b;regN1b;regN1b;size5
N08140;sex1;regN1a;regN1a;regN1a;size4
N08141;sex1;regN1a;regN1a;regN1a;size5
N08142;sex2;regN1b;regN1a;regN2b;size4
N08143;sex2;regN2a;regN2c;regN2a;size5
N08144;sex1;regN3e;regN2c;regN3b;size6
N08145;sex2;regN2a;regN2a;regN2a;size3
N08147;sex1;regN2c;regN1b;regN1b;size5
N08148;sex2;regN2b;regN4a;regN2b;size3
N08149;sex1;regZ;regN2c;regZ;sizeX
N08150;sex1;regN2c;regN1b;regN2c;size3
N08151;sex2;regN1b;regN2f;regN1b;size1
N08152;sex1;regN1b;regN2f;regN1b;size1
N08153;sex2;regN1b;regN2f;regN1b;size1
N08154;sex2;regN1b;regN2f;regN2f;size2
N08156;sex2;regN3d;regN3d;regN1a;size4
N08157;sex1;regN4b;regN3d;regN2c;size6
N08158;sex2;regN3d;regN3d;regN3d;size1
N08159;sex1;regN1b;regN2e;regN1b;size1
N08160;sex2;regN1b;regN2e;regN1b;size1
N08161;sex1;regN1b;regN2f;regN1b;size1
N08162;sex1;regN1a;regN1a;regN1a;size1
N08163;sex1;regN1a;regN1a;regN1a;size1
N08164;sex2;regN1a;regN1a;regN1a;size2
N08165;sex1;regN3b;regN3a;regN3b;size2
N08166;sex2;regN3a;regN3d;regN3a;size4
N08167;sex1;regN3d;regN3b;regN3d;size1
N08168;sex1;regN4b;regN4b;regN4b;size6
N08169;sex2;regN4b;regN4b;regN4b;size6
N08170;sex1;regN4b;regN4b;regN4b;sizeX
N08171;sex2;regN1a;regN1a;regN1a;size1
N08172;sex2;regN1a;regN1a;regN1a;size1
N08173;sex1;regN1a;regN1a;regN1a;size1
N08174;sex1;regN1b;regN2f;regN1b;size2
N08175;sex2;regN4a;regN1b;regX;sizeX
N08176;sex1;regN1b;regN2f;regN1b;size1
N08177;sex2;regN3b;regN2c;regN2d;size6
N08178;sex2;regN3b;regN2d;regN2f;size6
N08179;sex1;regN1a;regN4a;regN1a;size1
N08180;sex2;regN1b;regN1b;regN1b;size1
N08181;sex1;regN1b;regN1b;regN1b;size1
N08182;sex2;regN1b;regN1b;regN1b;size1
N08183;sex2;regN2c;regN2c;regN2c;size6
N08184;sex1;regN1b;regN1c;regV1;sizeX
N08185;sex2;regN1a;regN2c;regN2c;size1
N08186;sex2;regN1c;regN2f;regN1c;size1
N08187;sex1;regN1c;regN1c;regN1c;size1
N08188;sex2;regN1c;regN1c;regN1c;size1
N08189;sex1;regN2c;regN2c;regN2c;size4
N08190;sex2;regN4a;regN2c;regN4a;size1
N08191;sex1;regN2b;regN2b;regN2b;size3
N08192;sex1;regN4a;regN4a;regN4a;size1
N08193;sex1;regN1a;regN4a;regN1a;size2
N08194;sex2;regN2e;regN4a;regN2e;size6
N08195;sex2;regN4a;regN1a;regN4a;size4
N08196;sex1;regN1a;regN1a;regN1a;size1
N08197;sex2;regN2c;regN1a;regN4a;size5
N08198;sex2;regN2b;regN3d;regN1c;size1
N08199;sex1;regN3b;regN3b;regX;sizeX
N08200;sex2;regN3b;regN1c;regN3b;size2
N08201;sex1;regN2c;regN2c;regN2c;size1
N08202;sex2;regN2c;regN2c;regN2c;size1
N08203;sex1;regN2c;regN2c;regN2c;size1
N08204;sex2;regN1a;regN1a;regN1a;size4
N08205;sex2;regN1a;regN3c;regN1a;size5
N08206;sex1;regN1a;regN1a;regN1a;size1
N08207;sex1;regN1b;regN3b;regN1b;size6
N08208;sex1;regX;regX;regX;sizeX
N08209;sex2;regN1b;regN1c;regN1b;size6
N08210;sex2;regN4a;regN4a;regN4a;size5
N08211;sex1;regN4a;regN4a;regN4a;size1
N08212;sex2;regN4a;regN4a;regN4a;size1
N08213;sex2;regN1a;regN3b;regN1a;size3
N08214;sex2;regN1a;regN1a;regN1a;size3
N08215;sex1;regN1a;regN1a;regN1a;size3
N08216;sex2;regN4a;regN1a;regN4a;size5
N08217;sex2;regN4a;regN4a;regN4a;size1
N08218;sex1;regN4a;regN4a;regN4a;size1
N08219;sex2;regN3c;regN3b;regN3c;size6
N08220;sex1;regN2d;regN2d;regN3a;size4
N08221;sex2;regX;regX;regX;sizeX
N08222;sex2;regN1a;regN1a;regN1a;size4
N08223;sex1;regN3a;regN1a;regN1a;size1
N08224;sex2;regN1a;regN1a;regN1a;size4
N08225;sex1;regN1a;regN4a;regN1a;size1
N08226;sex2;regN2a;regN4a;regN2a;size3
N08227;sex1;regN1a;regN2a;regN1a;size1
N08228;sex2;regN1c;regN4a;regN2b;size2
N08229;sex2;regN1a;regN2b;regN1c;size1
N08230;sex1;regN1a;regN2e;regN1b;size2
N08231;sex1;regN1b;regN1b;regN1b;size1
N08232;sex1;regN1b;regN2a;regN1b;size1
N08233;sex2;regN1b;regN4b;regN1b;size1
N08234;sex2;regN1a;regN1a;regN1a;size3
N08235;sex1;regN1b;regN1a;regN1b;size1
N08236;sex2;regN1b;regN2b;regN1b;size1
N08237;sex1;regN1a;regN2d;regN1a;size4
N08238;sex1;regN2d;regN2d;regN2b;size6
N08239;sex2;regN3a;regN2d;regN1c;size5
N08240;sex1;regN3d;regN2d;regN3d;size5
N08241;sex1;regN2d;regN2d;regN2d;size4
N08242;sex2;regN3d;regN4a;regN2d;size1
N08243;sex2;regN1c;regN4b;regN1c;size1
N08244;sex1;regN1c;regN1c;regN1c;size1
N08245;sex2;regN1c;regN1c;regN1c;size1
N08246;sex2;regN2d;regN2d;regN2d;size4
N08247;sex2;regN3d;regN2d;regN3c;size5
N08248;sex1;regN2b;regN2d;regN2d;size4
N08249;sex2;regV1;regN1a;regN1a;size1
N08250;sex2;regN1a;regN1a;regN1a;size1
N08251;sex1;regN1a;regN1a;regN1a;size1
N08252;sex1;regN4a;regN4a;regN4a;size3
N08253;sex2;regN4a;regN4a;regN4a;size5
N08254;sex1;regN2c;regN4a;regN2c;size1
N08255;sex1;regN3b;regN3a;regN3b;size2
N08256;sex1;regN3b;regN2b;regN3b;size2
N08257;sex2;regN3b;regN2b;regN3b;size2
N08258;sex1;regN4b;regN4a;regN4a;size1
N08259;sex2;regN4a;regN4a;regN4a;size4
N08260;sex1;regN4b;regN1b;regN4a;size4
N08261;sex1;regN1b;regN2e;regN1b;size1
N08262;sex1;regN1b;regN2e;regN2e;size5
N08264;sex1;regN1b;regN3d;regN1b;size1
N08265;sex2;regN3c;regN3c;regN3c;size6
N08266;sex1;regN3d;regN3c;regN3d;size1
N08267;sex2;regN4a;regN4a;regN4a;size4
N08268;sex2;regN1b;regN1b;regN4a;size4
N08269;sex1;regN4a;regN4a;regN4a;size4
N08270;sex1;regN1a;regN1b;regN1a;size4
N08271;sex2;regN1a;regN1a;regN1a;size4
N08272;sex1;regN1b;regN1c;regN1a;size4
N08273;sex2;regN2d;regN1b;regN3a;size6
N08274;sex2;regN1c;regN1c;regN1c;size3
N08276;sex2;regN4a;regN4a;regN4a;size1
N08277;sex2;regN4a;regN4a;regN4a;size1
N08278;sex1;regN4a;regN4a;regN4a;size4
N08279;sex2;regN4a;regN1a;regN1a;size2
N08280;sex1;regN1a;regN1b;regN1a;size2
N08281;sex2;regN3e;regN1a;regN3e;size2
N08282;sex1;regN1b;regN1b;regN1b;size1
N08283;sex2;regN3b;regN3b;regN3b;size1
N08284;sex1;regN1a;regN1b;regN1a;size1
N08285;sex2;regN1b;regN1b;regN1b;size4
N08286;sex1;regN1b;regN1b;regN1b;size4
N08287;sex2;regN1b;regN1b;regN1b;size4
N08288;sex2;regN3b;regN3b;regN3b;size4
N08289;sex1;regN3d;regN2d;regN1a;size1
N08290;sex2;regN3b;regN3b;regN3b;size3
N08291;sex2;regN2a;regN2a;regN2a;size6
N08292;sex2;regN2a;regN2a;regN2a;size6
N08293;sex1;regN1a;regN1c;regN2e;size4
N08294;sex2;regN3b;regN2c;regN3b;size4
N08295;sex2;regN4a;regN3b;regN4a;size1
N08296;sex1;regN4a;regN3b;regN4a;size1
N08297;sex2;regN2a;regN2a;regN2a;size5
N08298;sex2;regN2a;regN2a;regN2a;size5
N08299;sex1;regN2a;regN2a;regN2a;size6
N08300;sex1;regN2d;regN2c;regN2d;size6
N08301;sex1;regN2c;regN2c;regN2c;size1
N08302;sex2;regN4a;regN4a;regN4a;size1
N08303;sex2;regN2c;regN4a;regN2c;size1
N08304;sex1;regN4b;regN4a;regN4b;size2
N08305;sex2;regN4a;regN1b;regN2c;size3
N08306;sex1;regN3d;regN2f;regN3d;unspecified
N08307;sex2;regN4a;regN4a;regN4a;size6
N08308;sex1;regN4a;regN1b;regN4a;size1
N08309;sex2;regN1b;regN2b;regN1b;size1
N08310;sex1;regN2b;regN2f;regN2b;size1
N08311;sex2;regN1b;regN2b;regN1b;size1
N08312;sex2;regN1a;regN2c;regN1a;size1
N08313;sex1;regN2c;regN2b;regN2c;size1
N08314;sex2;regN1a;regN1a;regN1a;size1
N08315;sex1;regN4a;regN1a;regN4a;size3
N08316;sex2;regN4a;regN4a;regN4b;size5
N08317;sex1;regN4b;regN4a;regN4b;size3
N08318;sex2;regN2a;regN4a;regN2a;size6
N08319;sex2;regN2a;regN3b;regN2a;size6
N08320;sex1;regN2a;regN2a;regN2a;size5
N08321;sex1;regN1b;regN2c;regN1b;size1
N08322;sex2;regN4a;regN2c;regN4a;size1
N08323;sex1;regN2c;regN2c;regN3a;size3
N08324;sex2;regN2a;regN2a;regN2a;size3
N08325;sex2;regN2a;regN1a;regN2a;size3
N08326;sex1;regN2c;regN2a;regN2c;size1
N08327;sex2;regN2c;regN2c;regN2c;size5
N08328;sex2;regN1a;regN2c;regN2c;size5
N08329;sex1;regN1a;regN2c;regN1a;size2
N08330;sex1;regN4b;regN2c;regN4b;size6
N08331;sex1;regN3d;regN1a;regN3d;size4
N08332;sex2;regN2d;regN1a;regN4a;size4
N08333;sex2;regN3a;regN1b;regN3a;size3
N08334;sex2;regN1b;regN1b;regN1b;size5
N08335;sex1;regN1b;regN1b;regN1b;size1
N08336;sex1;regN4a;regN4a;regN4a;size4
N08337;sex1;regN4a;regN4a;regN4a;size6
N08338;sex2;regN4a;regN4a;regN4a;size4
N08339;sex2;regN3d;regN3d;regN2b;size2
N08340;sex1;regN1a;regN2b;regN1a;size1
N08341;sex2;regN1b;regN3d;regN1a;size3
N08342;sex2;regN3b;regN2c;regN3b;size6
N08343;sex1;regN3b;regN3b;regN3b;size4
N08344;sex2;regN3b;regN3b;regN3b;size6
N08348;sex2;regN1b;regN1b;regN1b;size1
N08349;sex1;regN1b;regN2f;regN1b;size1
N08350;sex2;regN1b;regN1b;regN1b;size3
N08351;sex2;regN4a;regN2c;regN4a;size1
N08352;sex2;regN4a;regN4a;regN4a;size1
N08353;sex1;regN4a;regN2c;regN4a;size1
N08354;sex2;regN3c;regN3d;regN3c;size5
N08355;sex1;regN3e;regN3c;regN3e;size6
N08356;sex2;regN1b;regN3c;regN1b;size1
N08357;sex2;regN2b;regN2c;regN2b;size2
N08358;sex2;regN2b;regN2b;regN2b;size4
N08359;sex1;regN1b;regN2b;regN2d;size1
N08360;sex2;regN2d;regN1c;regN2d;size1
N08361;sex2;regN1a;regN1b;regN1a;size1
N08631;sex2;regN4a;regN1a;regN4a;size5
N08868;sex2;regX;regX;regX;sizeX
N08869;sex1;regN4b;regX;regN4b;size3
N09000;sex2;regN1b;regN2d;regN1b;size3
N09001;sex2;regN1a;regN2d;regN2d;size1
N09002;sex2;regN2a;regN2d;regN2a;size3
N09003;sex2;regN3b;regN3b;regN3b;size6
N09004;sex2;regN2d;regN2d;regN2d;size4
N09005;sex2;regN2d;regN2d;regN2d;size4
N09006;sex2;regN1c;regN2b;regN1c;size1
N09007;sex1;regX;regX;regX;sizeX
N09008;sex1;regN3e;regN2d;regN3d;size4
N09010;sex2;regN1a;regN2c;regN1a;size3
N09011;sex2;regN2b;regN2d;regN2d;size3
N09012;sex2;regX;regX;regX;sizeX
N09013;sex2;regN2a;regN2c;regN2a;size6
N09014;sex2;regX;regX;regX;sizeX
N09015;sex2;regX;regX;regX;sizeX
N09016;sex1;regN1a;regN1a;regN1a;size6
N09017;sex2;regX;regX;regX;sizeX
N09018;sex2;regZ;regN2c;regN1a;size1
N09019;sex2;regX;regX;regX;sizeX
N09020;sex2;regN2d;regN2d;regN2d;size4
N09022;sex1;regX;regX;regX;sizeX
N09023;sex2;regX;regX;regX;sizeX
N09024;sex2;regN2b;regN2b;regN2b;size2
N09025;sex2;regX;regX;regX;sizeX
N09026;sex2;regN1b;regN2d;regN2d;size4
N09027;sex1;regN4b;regN4a;regN4b;size3
N09028;sex2;regZ;regN2d;regN4a;size4
N09029;sex2;regX;regX;regX;sizeX
N09030;sex1;regX;regX;regX;sizeX
N09033;sex1;regX;regX;regX;sizeX
N09034;sex1;regN4a;regN4a;regN4a;size1
N09035;sex1;regN3d;regN4a;regN4a;size1
N09036;sex1;regX;regX;regX;sizeX
N09037;sex2;regX;regX;regX;sizeX
N09038;sex2;regX;regX;regX;sizeX
N09039;sex1;regN4a;regN4a;regN4a;size4
N09040;sex1;regN4a;regN4a;regN4a;size4
N09041;sex2;regN4a;regN4a;regN4a;size1
N09042;sex2;regN4a;regN4a;regN4a;size4
N09043;sex1;regX;regN4a;regX;sizeX
N09044;sex1;regX;regN4a;regX;sizeX
N09046;sex1;regX;regN4a;regX;sizeX
N09047;sex2;regX;regN4a;regX;sizeX
N09048;sex2;regX;regN4a;regX;sizeX
N09049;sex2;regX;regN4a;regX;sizeX
N09050;sex1;regN4a;regN4a;regN4a;size4
N09054;sex1;regN4a;regN4a;regN4a;size1
N09055;sex2;regN1a;regN4a;regN4a;size1
N09056;sex1;regX;regN4a;regX;sizeX
N09057;sex1;regX;regN4a;regX;sizeX
N09058;sex1;regX;regN4a;regX;sizeX
N09059;sex1;regX;regN4a;regX;sizeX
N09060;sex2;regN4a;regN4a;regN4a;size5
N09061;sex1;regX;regN4a;regX;sizeX
N09062;sex2;regN1a;regN4a;regN4a;size1
N09063;sex1;regX;regN4a;regX;sizeX
N09064;sex2;regN4a;regN4a;regN4a;size1
N09066;sex1;regN4a;regN4a;regN4a;size1
N09067;sex2;regX;regN4a;regX;sizeX
N09068;sex1;regN4a;regN4a;regN4a;size1
N09069;sex2;regN2d;regN2d;regN2d;size2
N09070;sex2;regN2b;regN2b;regN2b;size2
N09071;sex2;regN2d;regN2c;regX;sizeX
N09072;sex2;regN1a;regN2d;regN1a;size5
N09073;sex2;regZ;regN2d;regN2d;size4
N09074;sex1;regN1b;regN1b;regN1b;size1
N09076;sex1;regN2d;regN1b;regN1b;size4
N09078;sex1;regX;regX;regX;sizeX
N09083;sex2;regX;regX;regX;sizeX
N09085;sex1;regN2d;regN2d;regN2d;size5
N09090;sex1;regN4a;regN4a;regN4a;size1
N09091;sex1;regN4a;regN4a;regN4a;size1
N09092;sex1;regX;regN4a;regN4a;sizeX
N09093;sex1;regX;regN4a;regN4a;sizeX
N09094;sex1;regX;regN4a;regN4a;sizeX
N09095;sex1;regX;regN4a;regN4a;sizeX
N09096;sex1;regX;regN4a;regN4a;sizeX
N09097;sex1;regX;regN4a;regN4a;sizeX
N09098;sex2;regX;regN4a;regN4a;sizeX
N09099;sex2;regN4a;regN4a;regN4a;size4
N09100;sex1;regX;regN4a;regN4a;sizeX
N09101;sex1;regX;regN4a;regN4a;sizeX
N09102;sex1;regN4a;regN4a;regN4a;size1
N09103;sex1;regX;regN4a;regN4a;sizeX
N09104;sex1;regX;regN4a;regN4a;sizeX
N09106;sex1;regX;regN4a;regN4a;sizeX
N09107;sex1;regX;regN4a;regN4a;sizeX
N09108;sex2;regN4a;regN4a;regN4a;size1
N09109;sex1;regX;regN4a;regN4a;sizeX
N09111;sex2;regX;regN4a;regN4a;sizeX
N09112;sex1;regN4a;regN4a;regN4a;size4
N09113;sex2;regN1c;regN4a;regN4a;size1
N09114;sex1;regN4a;regN4a;regN4a;size1
N09115;sex2;regX;regN4a;regN4a;sizeX
N09116;sex1;regX;regN4a;regN4a;sizeX
N09117;sex1;regX;regN4a;regN4a;sizeX
N09118;sex1;regX;regN4a;regN4a;sizeX
N09119;sex2;regX;regN4a;regN4a;sizeX
N09120;sex2;regN2c;regN4a;regN2c;size1
N09121;sex2;regX;regN4a;regN4a;sizeX
N09122;sex1;regX;regN4a;regN4a;sizeX
N09125;sex1;regX;regN4a;regN4a;sizeX
N09126;sex2;regN4a;regN4a;regN4a;size1
N09127;sex2;regX;regN4a;regN4a;sizeX
N09129;sex2;regX;regN4a;regN4a;sizeX
N09130;sex2;regX;regN4a;regN4a;sizeX
N09131;sex1;regN3d;regN4a;regN1c;size1
N09132;sex2;regN4a;regN4a;regN4a;size5
N09133;sex1;regN4a;regN4a;regN4a;size1
N09134;sex2;regX;regX;regX;sizeX
N09135;sex2;regN2a;regN2a;regN2a;size3
N09136;sex1;regX;regX;regX;sizeX
N09137;sex2;regN4a;regN4a;regN4a;size3
N09138;sex1;regX;regX;regX;sizeX
N09139;sex2;regN4a;regN4a;regN4a;size4
N09140;sex2;regX;regX;regX;sizeX
N09141;sex2;regX;regX;regX;sizeX
N09142;sex1;regX;regX;regX;sizeX
N09143;sex2;regX;regX;regX;sizeX
N09145;sex2;regN1a;regN4a;regN2d;size4
N09146;sex2;regN2b;regN4a;regN2b;size1
N09147;sex2;regN1a;regN4a;regN2c;size1
N09148;sex1;regN4a;regN4a;regN4a;size1
N09149;sex1;regX;regX;regX;sizeX
N09150;sex1;regZ;regN4a;regN4a;size4
N09151;sex2;regN4a;regN4a;regN4a;size5
N09155;sex2;regN4a;regN4a;regN4a;size3
N09159;sex1;regX;regX;regX;sizeX
N09165;sex1;regN4a;regN4a;regN4a;size6
N09166;sex2;regX;regX;regX;sizeX
N09167;sex2;regX;regX;regX;sizeX
N09168;sex2;regX;regN4a;regX;sizeX
N09169;sex2;regX;regX;regX;sizeX
N09170;sex1;regN4a;regN4a;regN4a;size1
N09171;sex2;regX;regX;regX;sizeX
N09172;sex1;regX;regX;regX;sizeX
N09174;sex2;regX;regX;regX;sizeX
N09175;sex1;regN4a;regN4a;regN4a;size1
N09176;sex1;regX;regX;regX;sizeX
N09177;sex2;regN4a;regN4a;regN4a;size1
N09178;sex2;regN4a;regN4a;regN4a;size6
N09179;sex1;regX;regX;regX;sizeX
N09180;sex2;regX;regX;regX;sizeX
N09181;sex1;regX;regX;regX;sizeX
N09182;sex1;regX;regX;regX;sizeX
N09183;sex2;regN2a;regN1a;regN2a;size6
N09184;sex2;regN1a;regN1a;regN1a;size6
N09185;sex2;regN2a;regN1a;regN2a;size6
N09186;sex2;regN3b;regN3b;regN3b;size3
N09187;sex1;regN3b;regN3b;regN3b;size3
N09188;sex1;regN2a;regN2a;regN2a;size5
N09190;sex2;regN3b;regN1a;regN1a;size6
N09191;sex2;regX;regX;regX;sizeX
N09192;sex2;regX;regX;regX;sizeX
N09193;sex2;regN1a;regN1a;regN1a;size6
N09194;sex2;regX;regX;regX;sizeX
N09196;sex2;regN4b;regN4b;regN4b;size6
N09197;sex2;regX;regX;regX;sizeX
N09198;sex1;regX;regX;regX;sizeX
N09199;sex2;regX;regX;regX;sizeX
N09200;sex2;regX;regX;regX;sizeX
N09201;sex2;regN4b;regN4b;regN4b;size3
N09203;sex2;regX;regX;regX;sizeX
N09204;sex1;regN4b;regN4b;regN4b;size3
N09205;sex1;regX;regX;regX;sizeX
N09206;sex2;regN4b;regN4b;regN4b;size3
N09207;sex2;regN2f;regN1a;regN4a;size4
N09208;sex2;regN2d;regN3b;regN2d;size4
N09209;sex2;regN1a;regN1a;regN1a;size4
N09210;sex2;regX;regX;regX;sizeX
N09211;sex2;regN2d;regN2d;regN2d;size6
N09212;sex2;regN2b;regN2b;regN2b;size1
N09213;sex1;regN1a;regN1a;regN1a;size3
N09214;sex1;regN2a;regN2b;regN1a;size2
N09215;sex2;regN2b;regN2c;regN2b;size3
N09216;sex2;regN2c;regN1a;regN2c;size6
N09217;sex2;regX;regX;regX;sizeX
N09218;sex2;regX;regX;regX;sizeX
N09219;sex1;regN4b;regN4b;regN4b;size6
N09220;sex1;regX;regX;regX;sizeX
N09221;sex2;regN4b;regN4b;regN4b;size3
N09223;sex1;regN1b;regN3b;regN1b;size2
N09224;sex1;regX;regX;regX;sizeX
N09225;sex1;regX;regX;regX;sizeX
N09226;sex2;regX;regX;regX;sizeX
N09227;sex1;regX;regX;regX;sizeX
N09228;sex2;regN3b;regN3b;regN3b;size3
N09229;sex2;regN3b;regN3b;regN3b;size6
N09230;sex1;regX;regX;regX;sizeX
N09233;sex1;regX;regX;regX;sizeX
N09234;sex1;regX;regX;regX;sizeX
N09236;sex2;regN3b;regN3b;regN3b;size2
N09237;sex1;regX;regX;regX;sizeX
N09238;sex1;regX;regX;regX;sizeX
N09239;sex1;regX;regX;regX;sizeX
N09240;sex1;regX;regX;regX;sizeX
N09241;sex1;regX;regX;regX;sizeX
N09242;sex1;regX;regX;regX;sizeX
N09243;sex1;regX;regX;regX;sizeX
N09244;sex1;regX;regX;regX;sizeX
N09245;sex1;regX;regX;regX;sizeX
N09246;sex1;regX;regX;regX;sizeX
N09247;sex1;regX;regX;regX;sizeX
N09248;sex1;regX;regX;regX;sizeX
N09249;sex1;regX;regX;regX;sizeX
N09250;sex1;regX;regX;regX;sizeX
N09251;sex1;regX;regX;regX;sizeX
N09253;sex1;regX;regX;regX;sizeX
N09254;sex1;regX;regX;regX;sizeX
N09255;sex1;regX;regX;regX;sizeX
N09256;sex1;regX;regX;regX;sizeX
N09257;sex2;regN3c;regN3c;regN3c;size2
N09258;sex1;regN3e;regN3e;regN3e;size6
N09259;sex1;regN3b;regN3b;regN3b;size3
N09260;sex1;regX;regX;regX;sizeX
N09261;sex1;regN2d;regN2d;regN2a;size6
N09262;sex1;regX;regX;regX;sizeX
N09263;sex2;regX;regX;regX;sizeX
N09264;sex1;regX;regX;regX;sizeX
N09265;sex1;regN3b;regN2d;regN3b;size6
N09266;sex2;regN2d;regN2d;regN2d;size5
N09267;sex2;regN2d;regN2d;regN2d;size4
N09268;sex2;regX;regX;regX;sizeX
N09269;sex2;regN2d;regN3b;regN2d;size2
N09270;sex2;regN2f;regN2f;regN2f;size6
N09271;sex2;regN3c;regN3c;regN3c;size4
N09272;sex2;regN2c;regN2f;regN2c;size5
N09273;sex2;regN2c;regX;regN2c;size5
N09274;sex1;regN3c;regN3c;regN3c;size6
N09275;sex2;regN1a;regN1a;regN1a;size2
N09276;sex1;regN2a;regN2a;regN2a;size5
N09277;sex2;regN1a;regN1a;regN1a;size4
N09278;sex1;regN1b;regN1c;regN1b;size5
N09279;sex1;regX;regN2d;regX;sizeX
N09280;sex1;regN2d;regN2d;regN2d;size2
N09281;sex2;regX;regN2d;regX;sizeX
N09283;sex1;regX;regN2d;regX;sizeX
N09284;sex2;regN2d;regN2d;regN2d;size2
N09285;sex2;regN1a;regN2d;regN2d;size3
N09286;sex2;regX;regN2d;regX;sizeX
N09287;sex1;regX;regN2d;regX;sizeX
N09291;sex1;regN1a;regN2c;regN2c;size6
N09292;sex2;regX;regN2d;regX;sizeX
N09293;sex2;regN3d;regN2d;regN2d;size2
N09294;sex2;regX;regN2d;regX;sizeX
N09295;sex2;regN2d;regN2d;regN2d;size2
N09296;sex2;regN1b;regN2d;regN2d;size2
N09297;sex2;regN2d;regN2d;regN2d;size2
N09298;sex2;regN2d;regN2d;regN2d;size2
N09299;sex1;regN2c;regN2d;regN2d;size2
N09300;sex1;regX;regN2d;regX;sizeX
N09301;sex1;regX;regN2d;regX;sizeX
N09302;sex2;regX;regN2d;regX;sizeX
N09303;sex2;regX;regN2d;regX;sizeX
N09304;sex2;regX;regN2d;regX;sizeX
N09305;sex2;regN1a;regN2d;regN2d;size2
N09306;sex1;regN2d;regN2d;regN2c;size4
N09307;sex1;regX;regX;regX;sizeX
N09308;sex1;regX;regX;regX;sizeX
N09309;sex2;regX;regX;regX;sizeX
N09310;sex2;regX;regX;regX;sizeX
N09311;sex1;regX;regX;regX;sizeX
N09312;sex1;regX;regX;regX;sizeX
N09313;sex1;regX;regX;regX;sizeX
N09314;sex2;regX;regX;regX;sizeX
N09315;sex2;regX;regX;regX;sizeX
N09316;sex2;regX;regX;regX;sizeX
N09318;sex1;regN1b;regN2d;regN1b;size2
N09320;sex1;regX;regX;regX;sizeX
N09322;sex1;regX;regX;regX;sizeX
N09325;sex2;regX;regX;regX;sizeX
N09326;sex2;regX;regX;regX;sizeX
N09327;sex2;regZ;regN2c;regZ;sizeX
N09328;sex2;regX;regX;regX;sizeX
N09329;sex2;regN3b;regN2d;regN3d;size6
N09330;sex2;regX;regX;regX;sizeX
N09331;sex2;regZ;regN2d;regN2d;size2
N09332;sex2;regZ;regN2c;regZ;sizeX
N09333;sex1;regX;regX;regX;sizeX
N09334;sex1;regX;regX;regX;sizeX
N09335;sex1;regX;regX;regX;sizeX
N09336;sex2;regX;regX;regX;sizeX
N09337;sex2;regX;regX;regX;sizeX
N09350;sex1;regN1b;regN1b;regN1b;size1
N09351;sex2;regN1b;regN1b;regN1b;size3
N09353;sex2;regN1b;regN1b;regN1b;size3
N09355;sex2;regX;regX;regX;sizeX
N09356;sex2;regX;regX;regX;sizeX
N09357;sex1;regX;regX;regX;sizeX
N09361;sex2;regX;regX;regX;sizeX
N09362;sex2;regN1a;regN1b;regN1a;size1
N09363;sex2;regN1b;regN1b;regN1b;size2
N09366;sex1;regN1a;regN1b;regN1b;size4
N09367;sex1;regN2b;regN1b;regN2b;size3
N09368;sex2;regX;regX;regX;sizeX
N09369;sex2;regN3b;regN1b;regN3b;size3
N09370;sex2;regN1b;regN1b;regN1b;size1
N09371;sex2;regX;regX;regX;sizeX
N09372;sex2;regN1b;regN1b;regN1b;size6
N09373;sex2;regX;regX;regX;sizeX
N09374;sex2;regX;regX;regX;sizeX
N09375;sex2;regN3c;regN1b;regN3a;size4
N09376;sex2;regX;regX;regX;sizeX
N09377;sex2;regN1b;regN1a;regN1b;size1
N09378;sex2;regX;regX;regX;sizeX
N09379;sex2;regV1;regN1b;regV1;sizeX
N09380;sex2;regN1b;regN1b;regN1b;size4
N09381;sex2;regN1b;regN1b;regN1b;size1
N09388;sex1;regN3c;regN3c;regN3c;size3
N09389;sex1;regN3d;regN3d;regN3d;size1
N09390;sex2;regX;regX;regX;sizeX
N09391;sex2;regN1b;regN3e;regN1b;size5
N09392;sex2;regN3d;regN3d;regN3d;size4
N09393;sex1;regN3e;regN3e;regN3e;size2
N09394;sex1;regN3e;regN3e;regN3e;size2
N09395;sex2;regX;regX;regX;sizeX
N09396;sex2;regN3e;regN3e;regN3e;size3
N09397;sex1;regN3c;regN3d;regN3d;size5
N09398;sex1;regX;regX;regX;sizeX
N09399;sex2;regN3c;regN3c;regN3c;size6
N09400;sex2;regN3c;regN3c;regN3c;size3
